year,week_nbr,week_begin_date,week_end_date,top_10_gross,overall_gross,inflation_adj_gross,nbr_releases,top_release
2018,5,2/2/2018,2/8/2018,"$89,083,583 ","$129,767,460 ","$133,927,986.47 ",110,Jumanji: Welcome to the Jungle
2018,4,1/26/2018,2/1/2018,"$132,347,194 ","$187,471,873 ","$194,359,866.76 ",105,Maze Runner: The Death Cure
2018,3,1/19/2018,1/25/2018,"$137,579,638 ","$184,047,126 ","$190,809,289.49 ",107,Jumanji: Welcome to the Jungle
2018,2,1/12/2018,1/18/2018,"$187,542,971 ","$234,295,238 ","$242,903,591.41 ",107,Jumanji: Welcome to the Jungle
2018,1,1/5/2018,1/11/2018,"$188,503,584 ","$221,132,888 ","$229,257,637.21 ",95,Jumanji: Welcome to the Jungle
2017,52,12/29/2017,1/4/2018,"$300,881,692 ","$338,477,578 ","$352,825,433.48 ",79,Jumanji: Welcome to the Jungle
2017,51,12/22/2017,12/28/2017,"$423,670,362 ","$467,332,600 ","$487,142,540.28 ",79,Star Wars: Episode VIII - The Last Jedi
2017,50,12/15/2017,12/21/2017,"$382,968,772 ","$408,585,324 ","$425,905,003.53 ",86,Star Wars: Episode VIII - The Last Jedi
2017,49,12/8/2017,12/14/2017,"$94,995,347 ","$114,954,459 ","$119,827,307.52 ",108,Coco
2017,48,12/1/2017,12/7/2017,"$127,798,857 ","$140,246,350 ","$146,191,306.16 ",123,Coco
2017,47,11/24/2017,11/30/2017,"$219,075,893 ","$233,588,047 ","$243,346,568.79 ",116,Coco
2017,46,11/17/2017,11/23/2017,"$315,310,226 ","$328,730,983 ","$342,464,256.18 ",115,Justice League
2017,45,11/10/2017,11/16/2017,"$174,174,745 ","$194,963,666 ","$203,108,591.25 ",136,Thor: Ragnarok
2017,44,11/3/2017,11/9/2017,"$212,660,354 ","$236,868,261 ","$246,763,819.08 ",139,Thor: Ragnarok
2017,43,10/27/2017,11/2/2017,"$78,627,030 ","$109,543,154 ","$114,122,273.95 ",144,Jigsaw
2017,42,10/20/2017,10/26/2017,"$100,470,457 ","$128,545,990 ","$133,919,465.99 ",142,Boo 2! A Madea Halloween
2017,41,10/13/2017,10/19/2017,"$115,420,822 ","$131,950,497 ","$137,466,288.10 ",146,Happy Death Day
2017,40,10/6/2017,10/12/2017,"$136,220,939 ","$149,160,302 ","$155,395,496.90 ",143,Blade Runner 2049
2017,39,9/29/2017,10/5/2017,"$103,429,957 ","$120,143,224 ","$125,086,338.00 ",144,American Made
2017,38,9/22/2017,9/28/2017,"$137,416,039 ","$152,942,112 ","$159,234,687.39 ",141,Kingsman: The Golden Circle
2017,37,9/15/2017,9/21/2017,"$133,837,531 ","$148,499,678 ","$154,609,476.06 ",148,It
2017,36,9/8/2017,9/14/2017,"$199,506,124 ","$216,627,670 ","$225,540,492.81 ",145,It
2017,35,9/1/2017,9/7/2017,"$70,774,174 ","$112,587,233 ","$117,219,467.00 ",132,The Hitman's Bodyguard
2017,34,8/25/2017,8/31/2017,"$67,568,343 ","$101,552,490 ","$106,290,550.07 ",133,The Hitman's Bodyguard
2017,33,8/18/2017,8/24/2017,"$107,985,954 ","$138,860,067 ","$145,338,759.33 ",129,The Hitman's Bodyguard
2017,32,8/11/2017,8/17/2017,"$139,713,151 ","$173,131,832 ","$181,209,516.94 ",130,Annabelle: Creation
2017,31,8/4/2017,8/10/2017,"$158,461,111 ","$184,482,439 ","$193,089,700.89 ",113,The Dark Tower
2017,30,7/28/2017,8/3/2017,"$204,439,850 ","$221,011,063 ","$232,015,298.74 ",122,Dunkirk
2017,29,7/21/2017,7/27/2017,"$260,932,805 ","$273,985,088 ","$287,626,923.19 ",118,Dunkirk
2017,28,7/14/2017,7/20/2017,"$231,379,299 ","$243,096,748 ","$255,200,639.48 ",114,War for the Planet of the Apes
2017,27,7/7/2017,7/13/2017,"$290,710,500 ","$303,727,567 ","$318,850,292.99 ",111,Spider-Man: Homecoming
2017,26,6/30/2017,7/6/2017,"$259,130,961 ","$281,182,034 ","$294,978,555.36 ",109,Despicable Me 3
2017,25,6/23/2017,6/29/2017,"$194,423,904 ","$214,916,215 ","$225,461,327.39 ",120,Transformers: The Last Knight
2017,24,6/16/2017,6/22/2017,"$270,857,018 ","$292,680,893 ","$307,041,619.16 ",119,Cars 3
2017,23,6/9/2017,6/15/2017,"$200,098,913 ","$211,071,505 ","$221,427,972.25 ",111,Wonder Woman
2017,22,6/2/2017,6/8/2017,"$257,016,845 ","$268,380,107 ","$281,548,487.02 ",118,Wonder Woman
2017,21,5/26/2017,6/1/2017,"$204,615,474 ","$218,533,507 ","$229,464,066.59 ",115,Pirates of the Caribbean: Dead Men Tell No Tales
2017,20,5/19/2017,5/25/2017,"$155,812,824 ","$173,512,782 ","$182,191,505.14 ",123,Alien: Covenant
2017,19,5/12/2017,5/18/2017,"$160,091,852 ","$176,042,644 ","$184,847,905.20 ",123,Guardians of the Galaxy Vol. 2
2017,18,5/5/2017,5/11/2017,"$232,845,232 ","$248,475,475 ","$260,903,665.18 ",117,Guardians of the Galaxy Vol. 2
2017,17,4/28/2017,5/4/2017,"$102,775,494 ","$129,454,379 ","$136,045,580.73 ",118,The Fate of the Furious
2017,16,4/21/2017,4/27/2017,"$116,914,535 ","$140,940,360 ","$148,116,373.30 ",120,The Fate of the Furious
2017,15,4/14/2017,4/20/2017,"$209,224,835 ","$228,479,867 ","$240,112,975.95 ",116,The Fate of the Furious
2017,14,4/7/2017,4/13/2017,"$150,992,825 ","$172,540,812 ","$181,325,770.13 ",114,The Boss Baby
2017,13,3/31/2017,4/6/2017,"$210,753,353 ","$222,360,225 ","$234,374,741.84 ",111,The Boss Baby
2017,12,3/24/2017,3/30/2017,"$254,888,561 ","$267,856,889 ","$282,329,671.19 ",107,Beauty and the Beast
2017,11,3/17/2017,3/23/2017,"$336,315,430 ","$348,996,112 ","$367,852,990.14 ",111,Beauty and the Beast
2017,10,3/10/2017,3/16/2017,"$205,667,563 ","$227,604,378 ","$239,902,245.72 ",114,Kong: Skull Island
2017,9,3/3/2017,3/9/2017,"$222,698,213 ","$252,960,428 ","$266,628,328.02 ",108,Logan
2017,8,2/24/2017,3/2/2017,"$141,705,398 ","$169,125,603 ","$178,408,651.33 ",88,Get Out
2017,7,2/17/2017,2/23/2017,"$186,990,395 ","$222,117,063 ","$234,308,732.35 ",90,The Lego Batman Movie
2017,6,2/10/2017,2/16/2017,"$235,189,400 ","$260,606,517 ","$274,910,814.22 ",96,Fifty Shades Darker
2017,5,2/3/2017,2/9/2017,"$99,044,614 ","$131,654,279 ","$138,880,583.08 ",105,Split
2017,4,1/27/2017,2/2/2017,"$142,754,460 ","$183,789,954 ","$194,487,869.13 ",103,Split
2017,3,1/20/2017,1/26/2017,"$158,473,129 ","$193,994,143 ","$205,286,016.31 ",102,Split
2017,2,1/13/2017,1/19/2017,"$173,560,332 ","$219,559,431 ","$232,339,390.44 ",86,Hidden Figures
2017,1,1/6/2017,1/12/2017,"$166,028,358 ","$191,327,544 ","$202,464,201.81 ",95,Hidden Figures
2016,53,12/30/2016,1/5/2017,"$276,755,601 ","$311,003,351 ","$331,023,953.46 ",85,Rogue One: A Star Wars Story
2016,52,12/23/2016,12/29/2016,"$425,787,155 ","$468,076,682 ","$498,208,759.81 ",98,Rogue One: A Star Wars Story
2016,51,12/16/2016,12/22/2016,"$327,391,706 ","$351,825,485 ","$374,473,981.06 ",112,Rogue One: A Star Wars Story
2016,50,12/9/2016,12/15/2016,"$97,054,247 ","$113,543,682 ","$120,852,969.54 ",125,Moana
2016,49,12/2/2016,12/8/2016,"$108,153,495 ","$125,024,701 ","$133,073,070.35 ",141,Moana
2016,48,11/25/2016,12/1/2016,"$206,096,604 ","$224,632,572 ","$239,171,382.00 ",131,Moana
2016,47,11/18/2016,11/24/2016,"$246,995,267 ","$272,804,552 ","$290,461,179.06 ",136,Fantastic Beasts and Where to Find Them
2016,46,11/11/2016,11/17/2016,"$181,563,018 ","$198,097,131 ","$210,918,497.57 ",139,Doctor Strange
2016,45,11/4/2016,11/10/2016,"$236,056,509 ","$251,689,176 ","$267,979,160.47 ",133,Doctor Strange
2016,44,10/28/2016,11/3/2016,"$99,997,914 ","$120,277,440 ","$127,862,916.20 ",131,Boo! A Madea Halloween
2016,43,10/21/2016,10/27/2016,"$141,663,312 ","$163,330,723 ","$173,631,418.72 ",137,Boo! A Madea Halloween
2016,42,10/14/2016,10/20/2016,"$113,024,865 ","$132,518,142 ","$140,875,596.33 ",140,The Accountant
2016,41,10/7/2016,10/13/2016,"$130,863,569 ","$147,944,082 ","$157,274,396.25 ",143,The Girl on the Train
2016,40,9/30/2016,10/6/2016,"$132,901,713 ","$150,273,974 ","$159,950,396.02 ",151,Miss Peregrine's Home for Peculiar Children
2016,39,9/23/2016,9/29/2016,"$120,828,346 ","$136,363,465 ","$145,144,163.35 ",145,The Magnificent Seven
2016,38,9/16/2016,9/22/2016,"$94,941,085 ","$121,858,383 ","$129,705,072.01 ",145,Sully
2016,37,9/9/2016,9/15/2016,"$106,356,361 ","$134,442,104 ","$143,099,082.32 ",134,Sully
2016,36,9/2/2016,9/8/2016,"$99,986,588 ","$149,628,708 ","$159,263,580.13 ",117,Don't Breathe
2016,35,8/26/2016,9/1/2016,"$125,815,574 ","$164,705,279 ","$175,732,406.49 ",123,Don't Breathe
2016,34,8/19/2016,8/25/2016,"$158,392,118 ","$187,165,556 ","$199,696,413.91 ",117,Suicide Squad
2016,33,8/12/2016,8/18/2016,"$225,808,846 ","$254,073,490 ","$271,083,878.40 ",119,Suicide Squad
2016,32,8/5/2016,8/11/2016,"$311,633,928 ","$329,772,931 ","$351,851,447.10 ",113,Suicide Squad
2016,31,7/29/2016,8/4/2016,"$260,357,510 ","$283,985,335 ","$303,276,623.97 ",118,Jason Bourne
2016,30,7/22/2016,7/28/2016,"$263,801,214 ","$297,489,688 ","$317,698,335.52 ",127,Star Trek Beyond
2016,29,7/15/2016,7/21/2016,"$228,684,954 ","$248,477,598 ","$265,356,825.74 ",123,The Secret Life of Pets
2016,28,7/8/2016,7/14/2016,"$304,656,108 ","$323,895,350 ","$345,897,749.50 ",116,The Secret Life of Pets
2016,27,7/1/2016,7/7/2016,"$291,553,354 ","$310,795,591 ","$331,908,116.25 ",118,Finding Dory
2016,26,6/24/2016,6/30/2016,"$272,137,537 ","$291,415,238 ","$310,707,662.45 ",121,Finding Dory
2016,25,6/17/2016,6/23/2016,"$345,659,071 ","$361,778,568 ","$385,729,222.53 ",117,Finding Dory
2016,24,6/10/2016,6/16/2016,"$198,378,169 ","$218,751,484 ","$233,233,384.49 ",119,The Conjuring 2
2016,23,6/3/2016,6/9/2016,"$174,025,875 ","$190,377,155 ","$202,980,603.28 ",116,Teenage Mutant Ninja Turtles: Out of the Shadows
2016,22,5/27/2016,6/2/2016,"$236,011,076 ","$247,632,860 ","$264,893,940.97 ",122,X-Men: Apocalypse
2016,21,5/20/2016,5/26/2016,"$168,833,570 ","$181,470,823 ","$194,120,123.94 ",136,The Angry Birds Movie
2016,20,5/13/2016,5/19/2016,"$158,035,135 ","$169,562,436 ","$181,381,670.88 ",128,Captain America: Civil War
2016,19,5/6/2016,5/12/2016,"$291,503,831 ","$301,892,803 ","$322,936,036.58 ",126,Captain America: Civil War
2016,18,4/29/2016,5/5/2016,"$121,133,026 ","$137,077,341 ","$147,225,467.64 ",126,The Jungle Book
2016,17,4/22/2016,4/28/2016,"$152,328,345 ","$169,457,225 ","$182,002,503.21 ",131,The Jungle Book
2016,16,4/15/2016,4/21/2016,"$210,976,113 ","$227,357,903 ","$244,189,691.35 ",133,The Jungle Book
2016,15,4/8/2016,4/14/2016,"$115,682,844 ","$135,033,390 ","$145,030,198.60 ",123,The Boss
2016,14,4/1/2016,4/7/2016,"$153,564,815 ","$171,163,378 ","$183,834,966.34 ",122,Batman v Superman: Dawn of Justice
2016,13,3/25/2016,3/31/2016,"$325,666,509 ","$339,295,945 ","$366,142,459.54 ",116,Batman v Superman: Dawn of Justice
2016,12,3/18/2016,3/24/2016,"$160,619,298 ","$183,382,558 ","$197,892,553.13 ",129,Zootopia
2016,11,3/11/2016,3/17/2016,"$162,361,817 ","$190,782,393 ","$205,877,894.03 ",119,Zootopia
2016,10,3/4/2016,3/10/2016,"$182,230,212 ","$208,317,815 ","$224,800,791.98 ",107,Zootopia
2016,9,2/26/2016,3/3/2016,"$119,143,297 ","$147,646,667 ","$160,015,160.09 ",94,Deadpool
2016,8,2/19/2016,2/25/2016,"$157,561,659 ","$185,742,605 ","$201,302,428.82 ",110,Deadpool
2016,7,2/12/2016,2/18/2016,"$296,080,748 ","$329,793,400 ","$357,420,487.51 ",106,Deadpool
2016,6,2/5/2016,2/11/2016,"$98,437,500 ","$126,658,082 ","$137,268,342.59 ",99,Kung Fu Panda 3
2016,5,1/29/2016,2/4/2016,"$146,877,028 ","$175,098,230 ","$189,922,557.14 ",101,Kung Fu Panda 3
2016,4,1/22/2016,1/28/2016,"$129,331,831 ","$156,607,426 ","$169,866,267.71 ",92,The Revenant
2016,3,1/15/2016,1/21/2016,"$205,683,379 ","$238,871,426 ","$259,094,978.02 ",92,Ride Along 2
2016,2,1/8/2016,1/14/2016,"$190,991,525 ","$213,602,441 ","$231,686,647.01 ",96,The Revenant
2016,1,1/1/2016,1/7/2016,"$260,670,818 ","$288,654,414 ","$313,092,739.07 ",90,Star Wars: Episode VII - The Force Awakens
2015,52,12/25/2015,12/31/2015,"$483,986,309 ","$528,565,948 ","$574,263,633.60 ",80,Star Wars: Episode VII - The Force Awakens
2015,51,12/18/2015,12/24/2015,"$490,576,052 ","$512,582,385 ","$556,898,196.04 ",85,Star Wars: Episode VII - The Force Awakens
2015,50,12/11/2015,12/17/2015,"$89,925,521 ","$105,472,167 ","$114,590,866.28 ",99,The Hunger Games: Mockingjay - Part 2
2015,49,12/4/2015,12/10/2015,"$112,860,146 ","$128,585,893 ","$139,702,912.05 ",104,The Hunger Games: Mockingjay - Part 2
2015,48,11/27/2015,12/3/2015,"$201,938,909 ","$221,009,228 ","$239,296,294.63 ",104,The Hunger Games: Mockingjay - Part 2
2015,47,11/20/2015,11/26/2015,"$263,741,064 ","$287,462,185 ","$311,247,798.74 ",112,The Hunger Games: Mockingjay - Part 2
2015,46,11/13/2015,11/19/2015,"$117,791,221 ","$137,611,030 ","$148,997,441.77 ",124,Spectre
2015,45,11/6/2015,11/12/2015,"$202,397,173 ","$222,330,376 ","$240,726,758.97 ",128,Spectre
2015,44,10/30/2015,11/5/2015,"$79,468,121 ","$102,245,901 ","$110,472,414.74 ",116,The Martian
2015,43,10/23/2015,10/29/2015,"$116,646,326 ","$138,324,130 ","$149,453,430.48 ",119,The Martian
2015,42,10/16/2015,10/22/2015,"$139,802,739 ","$159,339,684 ","$172,159,856.61 ",123,Goosebumps
2015,41,10/9/2015,10/15/2015,"$146,051,549 ","$163,510,725 ","$176,666,491.75 ",131,The Martian
2015,40,10/2/2015,10/8/2015,"$180,160,486 ","$194,094,453 ","$209,710,929.24 ",134,The Martian
2015,39,9/25/2015,10/1/2015,"$160,912,186 ","$178,104,358 ","$192,347,766.46 ",132,Hotel Transylvania 2
2015,38,9/18/2015,9/24/2015,"$125,278,039 ","$147,971,889 ","$159,805,535.74 ",123,Maze Runner: The Scorch Trials
2015,37,9/11/2015,9/17/2015,"$102,460,582 ","$130,021,845 ","$140,419,986.11 ",116,The Perfect Guy
2015,36,9/4/2015,9/10/2015,"$89,655,180 ","$135,308,637 ","$146,129,574.83 ",106,War Room
2015,35,8/28/2015,9/3/2015,"$86,781,228 ","$123,514,184 ","$133,184,234.01 ",109,Straight Outta Compton
2015,34,8/21/2015,8/27/2015,"$118,033,861 ","$151,043,437 ","$162,868,779.99 ",112,Straight Outta Compton
2015,33,8/14/2015,8/20/2015,"$188,060,304 ","$217,243,616 ","$234,251,837.75 ",107,Straight Outta Compton
2015,32,8/7/2015,8/13/2015,"$166,668,244 ","$197,998,776 ","$213,500,299.82 ",109,Mission: Impossible - Rogue Nation
2015,31,7/31/2015,8/6/2015,"$206,831,051 ","$228,033,383 ","$245,538,103.53 ",107,Mission: Impossible - Rogue Nation
2015,30,7/24/2015,7/30/2015,"$211,623,059 ","$234,284,409 ","$252,268,982.36 ",109,Ant-Man
2015,29,7/17/2015,7/23/2015,"$263,226,406 ","$287,718,827 ","$309,805,232.04 ",111,Ant-Man
2015,28,7/10/2015,7/16/2015,"$298,663,190 ","$317,115,561 ","$341,458,572.53 ",111,Minions
2015,27,7/3/2015,7/9/2015,"$205,642,362 ","$219,271,846 ","$236,103,997.22 ",109,Inside Out
2015,26,6/26/2015,7/2/2015,"$287,936,011 ","$308,982,327 ","$332,723,306.79 ",113,Inside Out
2015,25,6/19/2015,6/25/2015,"$344,772,333 ","$359,026,887 ","$386,613,092.82 ",106,Jurassic World
2015,24,6/12/2015,6/18/2015,"$381,394,152 ","$393,685,383 ","$423,934,610.56 ",103,Jurassic World
2015,23,6/5/2015,6/11/2015,"$172,965,617 ","$188,236,012 ","$202,699,322.57 ",106,Spy
2015,22,5/29/2015,6/4/2015,"$185,007,929 ","$197,581,693 ","$213,508,370.16 ",102,San Andreas
2015,21,5/22/2015,5/28/2015,"$215,620,717 ","$231,396,990 ","$250,049,452.68 ",109,Tomorrowland
2015,20,5/15/2015,5/21/2015,"$229,442,324 ","$240,944,976 ","$260,367,083.31 ",110,Pitch Perfect 2
2015,19,5/8/2015,5/14/2015,"$152,015,224 ","$168,341,793 ","$181,911,498.51 ",105,Avengers: Age of Ultron
2015,18,5/1/2015,5/7/2015,"$279,355,345 ","$292,973,658 ","$316,589,696.49 ",119,Avengers: Age of Ultron
2015,17,4/24/2015,4/30/2015,"$98,576,762 ","$121,168,729 ","$131,603,316.01 ",126,Furious 7
2015,16,4/17/2015,4/23/2015,"$137,709,352 ","$153,661,866 ","$166,894,637.56 ",128,Furious 7
2015,15,4/10/2015,4/16/2015,"$154,534,173 ","$165,748,533 ","$180,022,162.05 ",116,Furious 7
2015,14,4/3/2015,4/9/2015,"$297,674,716 ","$310,171,232 ","$336,881,990.92 ",113,Furious 7
2015,13,3/27/2015,4/2/2015,"$187,867,298 ","$203,140,997 ","$221,083,244.25 ",105,Home
2015,12,3/20/2015,3/26/2015,"$150,960,533 ","$170,340,262 ","$185,385,413.60 ",109,Insurgent
2015,11,3/13/2015,3/19/2015,"$153,927,894 ","$176,458,901 ","$192,044,475.93 ",108,Cinderella
2015,10,3/6/2015,3/12/2015,"$97,655,510 ","$121,657,937 ","$132,403,265.70 ",111,Chappie
2015,9,2/27/2015,3/5/2015,"$114,282,869 ","$137,546,307 ","$150,585,904.60 ",108,Focus
2015,8,2/20/2015,2/26/2015,"$134,348,130 ","$155,693,517 ","$170,453,497.51 ",106,Fifty Shades of Grey
2015,7,2/13/2015,2/19/2015,"$264,466,422 ","$291,159,331 ","$318,761,675.22 ",102,Fifty Shades of Grey
2015,6,2/6/2015,2/12/2015,"$161,550,818 ","$187,711,999 ","$205,507,379.95 ",104,The SpongeBob Movie: Sponge Out of Water
2015,5,1/30/2015,2/5/2015,"$105,952,246 ","$136,462,275 ","$150,047,951.76 ",105,American Sniper
2015,4,1/23/2015,1/29/2015,"$171,072,262 ","$202,836,555 ","$223,030,208.31 ",109,American Sniper
2015,3,1/16/2015,1/22/2015,"$262,550,545 ","$299,050,139 ","$328,822,459.03 ",103,American Sniper
2015,2,1/9/2015,1/15/2015,"$134,822,729 ","$165,590,418 ","$182,075,984.38 ",102,Taken 3
2015,1,1/2/2015,1/8/2015,"$158,783,825 ","$197,541,369 ","$217,207,853.28 ",101,The Hobbit: The Battle of the Five Armies
